query_acc	subject_acc	perc_ident	align_length	mismatches	gap_opens	query_start	query_end	subject_start	subject_end	evalue	bit_score
1__1_partial_1-cat_1	46R-Month6-9_1	100	35318	0	0	1	35318	3200454	3235771	0	65221
1__1_partial_1-cat_1	46R-Month6-9_1	98.333	60	1	0	31067	31126	3230717	3230776	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-9_1	98.333	60	1	0	30264	30323	3231520	3231579	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-8_1	100	35318	0	0	1	35318	3193230	3228547	0	65221
1__1_partial_1-cat_1	46R-Month6-8_1	98.333	60	1	0	31067	31126	3223493	3223552	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-8_1	98.333	60	1	0	30264	30323	3224296	3224355	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-7_1	100	35318	0	0	1	35318	3200548	3235865	0	65221
1__1_partial_1-cat_1	46R-Month6-7_1	98.333	60	1	0	31067	31126	3230811	3230870	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-7_1	98.333	60	1	0	30264	30323	3231614	3231673	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-6_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month6-6_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-6_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-5_1	100	35318	0	0	1	35318	2022140	1986823	0	65221
1__1_partial_1-cat_1	46R-Month6-5_1	96.825	63	2	0	30264	30326	1991074	1991012	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-5_1	96.825	63	2	0	31067	31129	1991877	1991815	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-4_1	100	35318	0	0	1	35318	3200551	3235868	0	65221
1__1_partial_1-cat_1	46R-Month6-4_1	98.333	60	1	0	31067	31126	3230814	3230873	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-4_1	98.333	60	1	0	30264	30323	3231617	3231676	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-3_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month6-3_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-3_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-2_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month6-2_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-2_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-1_1	100	35318	0	0	1	35318	3200554	3235871	0	65221
1__1_partial_1-cat_1	46R-Month6-1_1	98.333	60	1	0	31067	31126	3230817	3230876	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-1_1	98.333	60	1	0	30264	30323	3231620	3231679	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-12_1	100	35318	0	0	1	35318	3200554	3235871	0	65221
1__1_partial_1-cat_1	46R-Month6-12_1	98.333	60	1	0	31067	31126	3230817	3230876	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-12_1	98.333	60	1	0	30264	30323	3231620	3231679	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-11_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month6-11_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-11_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-10_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month6-10_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month6-10_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-9_1	100	35318	0	0	1	35318	3200114	3235431	0	65221
1__1_partial_1-cat_1	46R-Month3-9_1	98.333	60	1	0	31067	31126	3230377	3230436	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-9_1	98.333	60	1	0	30264	30323	3231180	3231239	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-8_7	100	35318	0	0	1	35318	232458	267775	0	65221
1__1_partial_1-cat_1	46R-Month3-8_7	98.333	60	1	0	31067	31126	262721	262780	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-8_7	98.333	60	1	0	30264	30323	263524	263583	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-7_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-7_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-7_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-6_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-6_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-6_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-5_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-5_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-5_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-4_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-4_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-4_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-3_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-3_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-3_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-2_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-2_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-2_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-24_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-24_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-24_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-23_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-23_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-23_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-22_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-22_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-22_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-21_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-21_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-21_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-20_1	100	35318	0	0	1	35318	3200549	3235866	0	65221
1__1_partial_1-cat_1	46R-Month3-20_1	98.333	60	1	0	31067	31126	3230812	3230871	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-20_1	98.333	60	1	0	30264	30323	3231615	3231674	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-1_1	100	35318	0	0	1	35318	3200555	3235872	0	65221
1__1_partial_1-cat_1	46R-Month3-1_1	98.333	60	1	0	31067	31126	3230818	3230877	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-1_1	98.333	60	1	0	30264	30323	3231621	3231680	3.34E-18	106
1__1_partial_1-cat_1	46R-Month3-19_2	100	35318	0	0	1	35318	164418	199735	0	65221
1__1_partial_1-cat_1	46R-Month3-19_2	98.333	60	1	0	31067	31126	194681	194740	3.34E-18	106
