feature-id	short-id	qiita_sample_name	box_id	cage_id	collection_timepoint	collection_timestamp	date_colonized	diet	host_age	host_subject_id	isolate_number	mouse_dob	mouse_id	sex	mouse	dam	sire	date_collected	bacteria_strain	extraction_method	extraction_kit	run	host_age_units	tube_id	plate
25N_Month10_8_S252_AZ20_mut	25N_Month10_8	12986.25N.Month10.8		25	Month10	7/15/17 10:00	7/12/17	RC	11.0	25N	8	5/4/17	25N	male	25N	A2	B	7/15/17	AZ20	magnetic bead	Thermo CORE	2.0			
25N_Month3_1_S45_AZ20_mut	25N_Month3_1	12986.25N.Month3.1	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	1	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_10_S54_AZ20_mut	25N_Month3_10	12986.25N.Month3.10	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	10	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_11_S55_AZ20_mut	25N_Month3_11	12986.25N.Month3.11	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	11	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_12_S56_AZ20_mut	25N_Month3_12	12986.25N.Month3.12	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	12	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_13_S254_AZ20_mut	25N_Month3_13	12986.25N.Month3.13	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	13	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_14_S255_AZ20_mut	25N_Month3_14	12986.25N.Month3.14	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	14	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_15_S256_AZ20_mut	25N_Month3_15	12986.25N.Month3.15	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	15	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_17_S258_AZ20_mut	25N_Month3_17	12986.25N.Month3.17	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	17	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_18_S186_AZ20_mut	25N_Month3_18	12986.25N.Month3.18	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	18	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_19_S259_AZ20_mut	25N_Month3_19	12986.25N.Month3.19	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	19	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_2_S46_AZ20_mut	25N_Month3_2	12986.25N.Month3.2	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	2	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_20_S26_AZ20_mut	25N_Month3_20	12986.25N.Month3.20	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	20	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_21_S26_AZ20_mut	25N_Month3_21	12986.25N.Month3.21	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	21	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_22_S262_AZ20_mut	25N_Month3_22	12986.25N.Month3.22	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	22	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_23_S26_AZ20_mut	25N_Month3_23	12986.25N.Month3.23	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	23	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_24_S264_AZ20_mut	25N_Month3_24	12986.25N.Month3.24	4.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	24	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_3_S47_AZ20_mut	25N_Month3_3	12986.25N.Month3.3	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	3	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_4_S48_AZ20_mut	25N_Month3_4	12986.25N.Month3.4	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	4	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_5_S49_AZ20_mut	25N_Month3_5	12986.25N.Month3.5	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	5	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_6_S5_AZ20_mut	25N_Month3_6	12986.25N.Month3.6	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	6	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_7_S5_AZ20_mut	25N_Month3_7	12986.25N.Month3.7	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	7	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_8_S52_AZ20_mut	25N_Month3_8	12986.25N.Month3.8	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	8	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month3_9_S5_AZ20_mut	25N_Month3_9	12986.25N.Month3.9	1.0	25	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	25N	9	5/4/17 0:00	25N	male	25N	A2	B	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_1_S532_AZ20_mut	25N_Month6_1	12986.25N.Month6.1	6.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	1	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_10_S54_AZ20_mut	25N_Month6_10	12986.25N.Month6.10	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	10	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_12_S54_AZ20_mut	25N_Month6_12	12986.25N.Month6.12	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	12	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_13_S544_AZ20_mut	25N_Month6_13	12986.25N.Month6.13	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	13	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_14_S545_AZ20_mut	25N_Month6_14	12986.25N.Month6.14	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	14	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_15_S546_AZ20_mut	25N_Month6_15	12986.25N.Month6.15	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	15	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_16_S547_AZ20_mut	25N_Month6_16	12986.25N.Month6.16	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	16	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_17_S548_AZ20_mut	25N_Month6_17	12986.25N.Month6.17	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	17	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_18_S549_AZ20_mut	25N_Month6_18	12986.25N.Month6.18	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	18	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_19_S55_AZ20_mut	25N_Month6_19	12986.25N.Month6.19	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	19	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_2_S5_AZ20_mut	25N_Month6_2	12986.25N.Month6.2	6.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	2	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_20_S55_AZ20_mut	25N_Month6_20	12986.25N.Month6.20	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	20	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_22_S55_AZ20_mut	25N_Month6_22	12986.25N.Month6.22	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	22	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_23_S554_AZ20_mut	25N_Month6_23	12986.25N.Month6.23	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	23	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_24_S555_AZ20_mut	25N_Month6_24	12986.25N.Month6.24	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	24	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_3_S534_AZ20_mut	25N_Month6_3	12986.25N.Month6.3	6.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	3	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_4_S535_AZ20_mut	25N_Month6_4	12986.25N.Month6.4	6.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	4	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_5_S536_AZ20_mut	25N_Month6_5	12986.25N.Month6.5	6.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	5	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_6_S537_AZ20_mut	25N_Month6_6	12986.25N.Month6.6	6.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	6	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_7_S538_AZ20_mut	25N_Month6_7	12986.25N.Month6.7	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	7	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_8_S539_AZ20_mut	25N_Month6_8	12986.25N.Month6.8	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	8	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25N_Month6_9_S54_AZ20_mut	25N_Month6_9	12986.25N.Month6.9	7.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25N	9	5/4/17 0:00	25N	male	25N	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_1_S829_AZ20_mut	25R_Day7_1	12986.25R.Day7.1	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	1	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_10_S846_AZ20_mut	25R_Day7_10	12986.25R.Day7.10	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	10	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_11_S847_AZ20_mut	25R_Day7_11	12986.25R.Day7.11	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	11	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_12_S848_AZ20_mut	25R_Day7_12	12986.25R.Day7.12	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	12	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_13_S109_AZ20_mut	25R_Day7_13	12986.25R.Day7.13	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	13	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_14_S1092_AZ20_mut	25R_Day7_14	12986.25R.Day7.14	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	14	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_15_S109_AZ20_mut	25R_Day7_15	12986.25R.Day7.15	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	15	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_16_S1094_AZ20_mut	25R_Day7_16	12986.25R.Day7.16	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	16	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_17_S1095_AZ20_mut	25R_Day7_17	12986.25R.Day7.17	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	17	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_2_S8_AZ20_mut	25R_Day7_2	12986.25R.Day7.2	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	2	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_20_S1098_AZ20_mut	25R_Day7_20	12986.25R.Day7.20	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	20	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_21_S1099_AZ20_mut	25R_Day7_21	12986.25R.Day7.21	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	21	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_22_S_AZ20_mut	25R_Day7_22	12986.25R.Day7.22	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	22	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_23_S_AZ20_mut	25R_Day7_23	12986.25R.Day7.23	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	23	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_24_S1102_AZ20_mut	25R_Day7_24	12986.25R.Day7.24	15.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	24	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_3_S8_AZ20_mut	25R_Day7_3	12986.25R.Day7.3	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	3	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_4_S832_AZ20_mut	25R_Day7_4	12986.25R.Day7.4	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	4	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_5_S84_AZ20_mut	25R_Day7_5	12986.25R.Day7.5	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	5	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_6_S842_AZ20_mut	25R_Day7_6	12986.25R.Day7.6	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	6	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_7_S84_AZ20_mut	25R_Day7_7	12986.25R.Day7.7	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	7	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_8_S844_AZ20_mut	25R_Day7_8	12986.25R.Day7.8	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	8	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Day7_9_S845_AZ20_mut	25R_Day7_9	12986.25R.Day7.9	11.0	25	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	25R	9	5/4/17 0:00	25R	male	25R	A2	B	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
25R_Month6_1_S5_AZ20_mut	25R_Month6_1	12986.25R.Month6.1	6.0	25	Month6	1/16/18 10:00	7/12/17 0:00	RC	33.0	25R	1	5/4/17 0:00	25R	male	25R	A2	B	1/16/18	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_1_S969_AZ20_mut	26B_Day7_1	12986.26B.Day7.1	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	1	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_10_S978_AZ20_mut	26B_Day7_10	12986.26B.Day7.10	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	10	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_11_S979_AZ20_mut	26B_Day7_11	12986.26B.Day7.11	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	11	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_12_S98_AZ20_mut	26B_Day7_12	12986.26B.Day7.12	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	12	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_13_S1277_AZ20_mut	26B_Day7_13	12986.26B.Day7.13	17.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	13	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_14_S1127_AZ20_mut	26B_Day7_14	12986.26B.Day7.14	15.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	14	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_2_S97_AZ20_mut	26B_Day7_2	12986.26B.Day7.2	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	2	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_20_S11_AZ20_mut	26B_Day7_20	12986.26B.Day7.20	15.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	20	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_22_S1135_AZ20_mut	26B_Day7_22	12986.26B.Day7.22	15.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	22	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_24_S1137_AZ20_mut	26B_Day7_24	12986.26B.Day7.24	15.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	24	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_3_S97_AZ20_mut	26B_Day7_3	12986.26B.Day7.3	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	3	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_4_S972_AZ20_mut	26B_Day7_4	12986.26B.Day7.4	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	4	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_5_S97_AZ20_mut	26B_Day7_5	12986.26B.Day7.5	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	5	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_6_S974_AZ20_mut	26B_Day7_6	12986.26B.Day7.6	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	6	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_7_S975_AZ20_mut	26B_Day7_7	12986.26B.Day7.7	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	7	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Day7_9_S977_AZ20_mut	26B_Day7_9	12986.26B.Day7.9	11.0	26	Day7	7/19/17 10:00	7/12/17 0:00	RC	10.0	26B	9	5/4/17 0:00	26B	female	26B	A2	A	7/19/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_1_S8_AZ20_mut	26B_Month3_1	12986.26B.Month3.1	1.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	1	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_10_S9_AZ20_mut	26B_Month3_10	12986.26B.Month3.10	2.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	10	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_11_S9_AZ20_mut	26B_Month3_11	12986.26B.Month3.11	2.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	11	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_12_S92_AZ20_mut	26B_Month3_12	12986.26B.Month3.12	2.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	12	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_13_S286_AZ20_mut	26B_Month3_13	12986.26B.Month3.13	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	13	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_14_S287_AZ20_mut	26B_Month3_14	12986.26B.Month3.14	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	14	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_15_S288_AZ20_mut	26B_Month3_15	12986.26B.Month3.15	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	15	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_16_S289_AZ20_mut	26B_Month3_16	12986.26B.Month3.16	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	16	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_17_S29_AZ20_mut	26B_Month3_17	12986.26B.Month3.17	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	17	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_18_S19_AZ20_mut	26B_Month3_18	12986.26B.Month3.18	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	18	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_19_S29_AZ20_mut	26B_Month3_19	12986.26B.Month3.19	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	19	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_2_S82_AZ20_mut	26B_Month3_2	12986.26B.Month3.2	1.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	2	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_20_S292_AZ20_mut	26B_Month3_20	12986.26B.Month3.20	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	20	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_21_S29_AZ20_mut	26B_Month3_21	12986.26B.Month3.21	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	21	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_22_S294_AZ20_mut	26B_Month3_22	12986.26B.Month3.22	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	22	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
26B_Month3_23_S295_AZ20_mut	26B_Month3_23	12986.26B.Month3.23	4.0	26	Month3	10/17/17 10:00	7/12/17 0:00	RC	21.0	26B	23	5/4/17 0:00	26B	female	26B	A2	A	10/17/17	AZ20	filter	Qiagen UltraClean	1.0			
